Department Name,Classification Name,Address Zip Code,svc_bin,pay_bin,start_year_bin,start_season
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91708,0-5,25-30,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91030,0-5,25-30,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91739,5-10,45-50,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91784,30-35,45-50,1980-1990,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92337,10-15,40-45,2000-2010,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92407,nan,40-45,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92503,15-20,40-45,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91709,5-10,45-50,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91767,20-25,40-45,1990-2000,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92336,15-20,40-45,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91724,0-5,45-50,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91767,15-20,45-50,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92508,0-5,45-50,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91766,0-5,30-35,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92336,0-5,30-35,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92373,0-5,45-50,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91711,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92508,10-15,45-50,2000-2010,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91765,0-5,45-50,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91730,0-5,45-50,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91750,20-25,40-45,1990-2000,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92532,0-5,35-40,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92545,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92377,20-25,45-50,1990-2000,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91709,0-5,45-50,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91789,10-15,40-45,2000-2010,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91767,0-5,35-40,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91789,0-5,45-50,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91755,0-5,30-35,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92582,nan,40-45,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92354,15-20,40-45,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92307,0-5,40-45,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91761,0-5,40-45,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91739,0-5,45-50,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91767,5-10,40-45,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92881,35-40,45-50,1980-1990,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91104,5-10,45-50,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92377,0-5,45-50,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92882,0-5,30-35,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91750,10-15,45-50,2000-2010,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92508,10-15,35-40,2000-2010,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91710,20-25,45-50,1990-2000,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91784,30-35,45-50,1980-1990,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,90033,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91710,0-5,35-40,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91767,nan,40-45,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92585,0-5,35-40,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91767,10-15,40-45,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92407,30-35,45-50,1980-1990,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92508,5-10,35-40,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91761,10-15,40-45,2000-2010,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91711,0-5,45-50,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92595,10-15,40-45,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92624,5-10,40-45,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92374,10-15,45-50,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91730,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92377,0-5,40-45,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91761,5-10,40-45,2000-2010,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91709,0-5,40-45,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92336,10-15,40-45,2000-2010,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92336,0-5,30-35,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91761,35-40,45-50,1980-1990,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91752,10-15,30-35,2000-2010,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92313,15-20,40-45,2000-2010,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91786,10-15,40-45,2000-2010,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91701,0-5,35-40,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,90602,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92557,20-25,45-50,1990-2000,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91763,15-20,40-45,2000-2010,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92503,nan,30-35,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92325,10-15,40-45,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91773,0-5,45-50,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92592,5-10,35-40,2010-2020,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92880,0-5,35-40,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92883,nan,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91792,0-5,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91748,35-40,45-50,1980-1990,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91786,0-5,40-45,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92057,0-5,40-45,2010-2020,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92591,5-10,35-40,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92324,25-30,45-50,1990-2000,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91784,35-40,40-45,1980-1990,Spring
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92344,5-10,40-45,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91701,35-40,45-50,1980-1990,Fall
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,90013,5-10,45-50,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92376,0-5,45-50,2010-2020,Winter
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91701,10-15,40-45,2000-2010,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,91701,0-5,30-35,2010-2020,Summer
RESPIRATORY SERVICES,RESPIRATORY CARE PRA,92346,0-5,30-35,2010-2020,Summer
FAMILY MEDICINE RESI,"SCIENTIST, BEHAVIORA",91767,0-5,50-55,2010-2020,Summer
LABORATORY,"SCIENTIST, CLINICAL",91792,5-10,60-65,2010-2020,Fall
LABORATORY,"SCIENTIST, CLINICAL",91702,0-5,55-60,2010-2020,Fall
LABORATORY,"SCIENTIST, CLINICAL",91730,25-30,55-60,1990-2000,Winter
LABORATORY,"SCIENTIST, CLINICAL",91739,20-25,55-60,1990-2000,Summer
LABORATORY,"SCIENTIST, CLINICAL",90650,0-5,55-60,2010-2020,Fall
LABORATORY,"SCIENTIST, CLINICAL",92336,15-20,45-50,2000-2010,Winter
LABORATORY,"SCIENTIST, CLINICAL",91763,0-5,55-60,2010-2020,Winter
LABORATORY,"SCIENTIST, CLINICAL",91710,0-5,55-60,2010-2020,Winter
LABORATORY,"SCIENTIST, CLINICAL",92831,0-5,55-60,2010-2020,Winter
BLOOD BANK,"SCIENTIST, CLINICAL",91761,15-20,55-60,2000-2010,Spring
LABORATORY,"SCIENTIST, CLINICAL",91765,0-5,55-60,2010-2020,Spring
LABORATORY,"SCIENTIST, CLINICAL",91709,0-5,55-60,2010-2020,Spring
BLOOD BANK,"SCIENTIST, CLINICAL",91730,0-5,50-55,2010-2020,Summer
LABORATORY,"SCIENTIST, CLINICAL",91730,0-5,45-50,2010-2020,Summer
LABORATORY,"SCIENTIST, CLINICAL",91741,0-5,55-60,2010-2020,Fall
LABORATORY,"SCIENTIST, CLINICAL",91741,10-15,55-60,2000-2010,Fall
LABORATORY,"SCIENTIST, CLINICAL",91711,0-5,40-45,2010-2020,Winter
LABORATORY,"SCIENTIST, CLINICAL",91750,5-10,55-60,2010-2020,Spring
LABORATORY,"SCIENTIST, CLINICAL",92887,15-20,60-65,2000-2010,Spring
LABORATORY,"SCIENTIST, CLINICAL",91745,5-10,55-60,2010-2020,Summer
LABORATORY,"SCIENTIST, CLINICAL",91709,0-5,35-40,2010-2020,Winter
LABORATORY,"SCIENTIST, CLINICAL",91701,5-10,55-60,2010-2020,Winter
LABORATORY,"SCIENTIST, CLINICAL",91730,0-5,40-45,2010-2020,Summer
LABORATORY,"SCIENTIST, CLINICAL",91792,nan,40-45,2010-2020,Fall
LABORATORY,"SCIENTIST, CLINICAL",91750,40-45,65-70,1970-1980,Spring
LABORATORY,"SCIENTIST, CLINICAL",92376,5-10,55-60,2010-2020,Summer
LABORATORY,"SCIENTIST, CLINICAL",91767,0-5,45-50,2010-2020,Fall
LABORATORY,"SCIENTIST, CLINICAL",90630,0-5,55-60,2010-2020,Spring
LABORATORY,"SCIENTIST, CLINICAL",91789,0-5,55-60,2010-2020,Summer
LABORATORY,"SCIENTIST, CLINICAL",91762,0-5,55-60,2010-2020,Winter
LABORATORY,"SCIENTIST, CLINICAL",91733,0-5,40-45,2010-2020,Summer
LABORATORY,"SCIENTIST, CLINICAL",91744,15-20,55-60,2000-2010,Summer
LABORATORY,"SCIENTIST, CLINICAL",91765,5-10,55-60,2010-2020,Spring
LABORATORY,"SCIENTIST, CLINICAL",91701,15-20,55-60,2000-2010,Summer
LABORATORY,"SCIENTIST, CLINICAL",91761,10-15,55-60,2000-2010,Fall
LABORATORY,"SCIENTIST, CLINICAL",91108,5-10,55-60,2010-2020,Spring
LABORATORY,"SCIENTIST, CLINICAL",91701,30-35,55-60,1980-1990,Fall
LABORATORY,"SCIENTIST, CLINICAL",91765,25-30,55-60,1980-1990,Fall
LABORATORY,"SCIENTIST, CLINICAL",92336,0-5,55-60,2010-2020,Spring
LABORATORY,"SCIENTIST, CLINICAL",91766,nan,35-40,2010-2020,Fall
LABORATORY,"SCIENTIST, CLINICAL",91762,0-5,55-60,2010-2020,Summer
LABORATORY,"SCIENTIST, CLINICAL",92860,30-35,55-60,1980-1990,Spring
LABORATORY,"SCIENTIST, CLINICAL",91701,30-35,55-60,1980-1990,Spring
LABORATORY,"SCIENTIST, CLINICAL",91214,5-10,55-60,2010-2020,Spring
LABORATORY,"SCIENTIST, CLINICAL",91765,40-45,55-60,1970-1980,Spring
LABORATORY,"SCIENTIST, SR CLINIC",90740,40-45,75-80,1970-1980,Fall
LABORATORY,"SCIENTIST, SR CLINIC",91750,30-35,75-80,1980-1990,Spring
PHYSICAL THERAPY CLA,"SECRETARY, PT DEPART",91710,0-5,20-25,2010-2020,Winter
PHYSICAL THERAPY,"SECRETARY, PT DEPART",92337,0-5,25-30,2010-2020,Spring
PHYSICAL THERAPY,"SECRETARY, PT DEPART",91767,0-5,25-30,2010-2020,Summer
PHYSICAL THERAPY,"SECRETARY, PT DEPART",91710,0-5,20-25,2010-2020,Spring
PHYSICAL THERAPY,"SECRETARY, PT DEPART",91706,0-5,25-30,2010-2020,Winter
PHY THER LAVERNE HC,"SECRETARY, PT DEPART",91701,0-5,20-25,2010-2020,Winter
PHYSICAL THERAPY,"SECRETARY, PT DEPART",91763,0-5,15-20,2010-2020,Spring
PHYSICAL THERAPY,"SECRETARY, PT DEPART",91701,0-5,20-25,2010-2020,Summer
PHYSICAL THERAPY,"SECRETARY, PT DEPART",92367,15-20,20-25,2000-2010,Spring
RADIOLOGY-ADMIN,"SECRETARY, RADIOLOGY",91768,25-30,25-30,1990-2000,Fall
RADIOLOGY-ADMIN,"SECRETARY, RADIOLOGY",91764,35-40,25-30,1980-1990,Spring
RADIOLOGY-ADMIN,"SECRETARY, RADIOLOGY",91786,0-5,20-25,2010-2020,Winter
SURGERY OP PAVILION,"SECRETARY, SURGERY D",91711,20-25,25-30,1990-2000,Spring
SURGERY OP PAVILION,"SECRETARY, SURGERY D",91762,15-20,25-30,2000-2010,Winter
PAYROLL,SENIOR PAYROLL SPEC,91730,10-15,35-40,2000-2010,Winter
PAYROLL,SENIOR PAYROLL SPEC,91701,0-5,35-40,2010-2020,Winter
INFORMATION SERVICES,SENIOR SECURITY ADMI,92571,0-5,65-70,2010-2020,Summer
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",91765,10-15,45-50,2000-2010,Fall
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",92507,35-40,45-50,1980-1990,Spring
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",91711,5-10,45-50,2010-2020,Summer
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",91711,0-5,35-40,2010-2020,Summer
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",92374,0-5,35-40,2010-2020,Summer
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",91767,0-5,35-40,2010-2020,Fall
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",91730,nan,45-50,2020-2021,Winter
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",91709,0-5,35-40,2010-2020,Spring
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",91784,10-15,45-50,2000-2010,Winter
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",91750,0-5,35-40,2010-2020,Summer
SOCIAL SERVICES,"SOCIAL WORKER, CLINI",91711,0-5,35-40,2010-2020,Summer
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",91708,5-10,45-50,2010-2020,Spring
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",92887,5-10,40-45,2010-2020,Summer
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",91016,0-5,35-40,2010-2020,Fall
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",91709,0-5,45-50,2010-2020,Spring
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",90601,0-5,40-45,2010-2020,Spring
SOCIAL SERVICES,"SOCIAL WORKER, LICEN",91730,25-30,50-55,1990-2000,Spring
CCC SUP SERV,"SOCIAL WORKER, LICEN",91737,10-15,45-50,2000-2010,Spring
INFORMATION SERVICES,SOFTWARE ENGINEER II,92806,0-5,45-50,2010-2020,Winter
INFORMATION SERVICES,SOFTWARE ENGINEER II,91766,0-5,50-55,2010-2020,Spring
INFORMATION SERVICES,SOFTWARE ENGINEER II,92683,5-10,60-65,2010-2020,Spring
FOOD & NUTRITION SER,SOUS CHEF,91702,0-5,25-30,2010-2020,Summer
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91701,15-20,45-50,2000-2010,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",92882,5-10,45-50,2010-2020,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91740,5-10,40-45,2010-2020,Spring
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",92507,15-20,45-50,2000-2010,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91701,5-10,40-45,2010-2020,Summer
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91789,15-20,40-45,2000-2010,Summer
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91784,20-25,45-50,1990-2000,Summer
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",92336,10-15,45-50,2000-2010,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",90660,5-10,45-50,2010-2020,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",92883,0-5,45-50,2010-2020,Spring
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91739,30-35,45-50,1980-1990,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91784,10-15,45-50,2000-2010,Spring
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91789,5-10,45-50,2010-2020,Spring
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",92407,5-10,40-45,2010-2020,Summer
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91730,15-20,45-50,1990-2000,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",92804,0-5,35-40,2010-2020,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91792,20-25,45-50,1990-2000,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91776,5-10,40-45,2010-2020,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",90065,0-5,35-40,2010-2020,Winter
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91730,20-25,35-40,1990-2000,Fall
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91724,15-20,45-50,2000-2010,Summer
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",92336,30-35,45-50,1980-1990,Summer
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91752,0-5,45-50,2010-2020,Spring
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91766,5-10,40-45,2010-2020,Spring
HEALTH INFO MGNT/COD,"SPECIALIST II, CLINI",91773,15-20,40-45,2000-2010,Spring
HUMAN RESOURCES,"SPECIALIST, ASSOCIAT",91784,10-15,45-50,2000-2010,Fall
HUMAN RESOURCES,"SPECIALIST, ASSOCIAT",91773,5-10,50-55,2010-2020,Spring
SATELLITE CENTRAL BI,"SPECIALIST, BILLING",91766,0-5,20-25,2010-2020,Winter
NICU,"SPECIALIST, CLINICAL",91710,30-35,85-90,1980-1990,Summer
PEDIATRICS,"SPECIALIST, CLINICAL",91773,20-25,85-90,1990-2000,Summer
MATERIALS MGNT ADMIN,"SPECIALIST, CLINICAL",91750,nan,65-70,2010-2020,Summer
HUMAN RESOURCES,"SPECIALIST, EMPLOYME",92555,0-5,30-35,2010-2020,Winter
HUMAN RESOURCES,"SPECIALIST, EMPLOYME",91710,0-5,30-35,2010-2020,Spring
HEALTH INFO MGNT,"SPECIALIST, HIM DATA",91765,0-5,35-40,2010-2020,Fall
HEALTH INFO MGNT,"SPECIALIST, HIM DATA",91767,15-20,40-45,2000-2010,Winter
HEALTH INFO MGNT,"SPECIALIST, HIM DATA",91710,10-15,40-45,2000-2010,Spring
SATELLITE CENTRAL BI,"SPECIALIST, LEAD AR",91740,15-20,25-30,2000-2010,Summer
HUMAN RESOURCES,"SPECIALIST, LEAD EMP",92555,15-20,35-40,2000-2010,Summer
SATELLITE CENTRAL BI,"SPECIALIST, LEAD PAY",91706,5-10,25-30,2010-2020,Spring
SATELLITE CENTRAL BI,"SPECIALIST, LEAD PRE",91763,0-5,25-30,2010-2020,Fall
MATERIALS MGNT ADMIN,"SPECIALIST, MATERIAL",91709,5-10,40-45,2010-2020,Winter
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",92335,0-5,20-25,2010-2020,Summer
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",92336,nan,15-20,2010-2020,Summer
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",91773,0-5,15-20,2010-2020,Summer
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",91766,10-15,20-25,2000-2010,Winter
SATELLITE CENTRAL BI,"SPECIALIST, PAYMENT",91789,0-5,15-20,2010-2020,Winter
SURGERY,"SPECIALIST, PERIOPER",92337,10-15,55-60,2000-2010,Winter
PHARMACY,"SPECIALIST, PHARMACI",91767,0-5,65-70,2010-2020,Summer
PHARMACY,"SPECIALIST, PHARMACY",91767,5-10,40-45,2010-2020,Fall
SATELLITE CENTRAL BI,"SPECIALIST, PRE BILL",91784,5-10,20-25,2010-2020,Fall
SATELLITE CENTRAL BI,"SPECIALIST, PRE BILL",91730,0-5,20-25,2010-2020,Spring
SATELLITE CENTRAL BI,"SPECIALIST, PRE BILL",91730,0-5,20-25,2010-2020,Fall
PLANT OPERATIONS,"SPECIALIST, SECURITY",92346,0-5,35-40,2010-2020,Summer
MATERIALS MGNT ADMIN,"SPECIALIST, SR APPLI",92407,10-15,45-50,2000-2010,Summer
NURSE STAFFING,"SPECIALIST, STAFFING",91773,0-5,25-30,2010-2020,Fall
NICU,"SPECIALIST, STOREROO",91786,20-25,30-35,1990-2000,Winter
PHYSICAL THERAPY CLA,SPEECH THER ASSIST,92407,5-10,40-45,2010-2020,Summer
STERILE PROCESSING,STERILE PROC TECH,92336,0-5,20-25,2010-2020,Winter
STERILE PROCESSING,STERILE PROC TECH,91748,0-5,20-25,2010-2020,Fall
SURGERY OP PAVILION,STERILE PROC TECH,91701,0-5,25-30,2010-2020,Spring
STERILE PROCESSING,STERILE PROC TECH,91784,5-10,25-30,2010-2020,Fall
STERILE PROCESSING,STERILE PROC TECH,92530,0-5,15-20,2010-2020,Summer
STERILE PROCESSING,STERILE PROC TECH,91748,0-5,15-20,2010-2020,Summer
STERILE PROCESSING,STERILE PROC TECH,91761,5-10,25-30,2010-2020,Winter
STERILE PROCESSING,STERILE PROC TECH,91761,5-10,25-30,2010-2020,Summer
STERILE PROCESSING,STERILE PROC TECH,91730,25-30,25-30,1990-2000,Summer
STERILE PROCESSING,STERILE PROC TECH,91762,10-15,25-30,2000-2010,Summer
STERILE PROCESSING,STERILE PROC TECH,91104,0-5,15-20,2010-2020,Fall
STERILE PROCESSING,STERILE PROC TECH,91701,nan,20-25,2010-2020,Fall
STERILE PROCESSING,STERILE PROC TECH II,92345,15-20,25-30,2000-2010,Summer
STERILE PROCESSING,STERILE PROC TECH II,91710,0-5,20-25,2010-2020,Spring
STERILE PROCESSING,STERILE PROC TECH II,91104,0-5,25-30,2010-2020,Winter
STERILE PROCESSING,STERILE PROC TECH II,92336,0-5,25-30,2010-2020,Summer
STERILE PROCESSING,STERILE PROC TECH II,92324,0-5,25-30,2010-2020,Winter
STERILE PROCESSING,STERILE PROC TECH II,92371,20-25,20-25,1990-2000,Fall
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",91764,5-10,20-25,2010-2020,Winter
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",92571,15-20,20-25,2000-2010,Fall
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",91786,10-15,20-25,2000-2010,Winter
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",91763,15-20,20-25,2000-2010,Winter
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",91764,30-35,20-25,1980-1990,Summer
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",91766,0-5,15-20,2010-2020,Spring
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",91761,0-5,20-25,2010-2020,Summer
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",92553,0-5,15-20,2010-2020,Spring
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",90670,5-10,20-25,2010-2020,Winter
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",90650,0-5,15-20,2010-2020,Summer
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",91711,0-5,15-20,2010-2020,Summer
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",91767,0-5,15-20,2010-2020,Fall
STORES & DISTRIBUTIO,"STOCK CLK, DISTRIBUT",91761,30-35,20-25,1980-1990,Winter
LINEN,"STOCK CLK, LINEN",91750,15-20,20-25,2000-2010,Spring
LINEN,"STOCK CLK, LINEN",92335,15-20,20-25,2000-2010,Winter
LINEN,"STOCK CLK, LINEN",91739,5-10,15-20,2010-2020,Spring
LINEN,"STOCK CLK, LINEN",91766,15-20,20-25,2000-2010,Summer
LINEN,"STOCK CLK, LINEN",91766,0-5,15-20,2010-2020,Summer
LINEN,"STOCK CLK, LINEN",91764,0-5,nan,2010-2020,Summer
LINEN,"STOCK CLK, LINEN",91722,nan,nan,2010-2020,Fall
FINANCIAL SERVICES,"SUPERVISOR, ACCOUNTS",92392,30-35,40-45,1980-1990,Spring
SATELLITE CENTRAL BI,"SUPERVISOR, ACCOUNTS",91724,0-5,35-40,2010-2020,Spring
RESOURCE CENTER,"SUPERVISOR, ADMINIST",91767,45-50,85-90,1970-1980,Summer
RESOURCE CENTER,"SUPERVISOR, ADMINIST",91773,30-35,90-95,1980-1990,Winter
RESOURCE CENTER,"SUPERVISOR, ADMINIST",91766,30-35,60-65,1980-1990,Spring
RESOURCE CENTER,"SUPERVISOR, ADMINIST",91709,0-5,75-80,2010-2020,Fall
RESOURCE CENTER,"SUPERVISOR, ADMINIST",91737,35-40,80-85,1980-1990,Fall
RESOURCE CENTER,"SUPERVISOR, ADMINIST",92223,40-45,90-95,1970-1980,Summer
RESOURCE CENTER,"SUPERVISOR, ADMINIST",91737,30-35,75-80,1980-1990,Spring
RESOURCE CENTER,"SUPERVISOR, ADMINIST",92871,0-5,60-65,2010-2020,Winter
RESOURCE CENTER,"SUPERVISOR, ADMINIST",91724,20-25,65-70,1990-2000,Spring
RESOURCE CENTER,"SUPERVISOR, ADMINIST",91789,0-5,65-70,2010-2020,Fall
RESOURCE CENTER,"SUPERVISOR, ADMINIST",92336,0-5,60-65,2010-2020,Summer
PATIENT ACCESS SERVI,"SUPERVISOR, ADMITTIN",91792,0-5,30-35,2010-2020,Fall
PATIENT ACCESS SERVI,"SUPERVISOR, ADMITTIN",92377,20-25,35-40,1990-2000,Summer
PATIENT ACCESS SERVI,"SUPERVISOR, ADMITTIN",92404,10-15,40-45,2000-2010,Spring
